id,vars,asserts,status0,3,6,4,delta-sat
351,39,356,117,delta-sat
353,35,356,113,delta-sat
354,39,356,117,delta-sat
355,34,340,111,delta-sat
356,37,348,115,delta-sat
358,35,348,113,delta-sat
359,37,348,115,delta-sat
361,35,348,113,delta-sat
362,39,356,117,delta-sat
364,35,356,113,delta-sat
365,39,356,117,delta-sat
366,3,10,5,delta-sat
368,6,20,11,delta-sat
370,6,20,11,delta-sat
372,6,20,11,delta-sat
374,6,20,11,delta-sat
376,6,20,11,delta-sat
378,6,20,11,delta-sat
379,6,18,10,delta-sat
380,38,380,124,delta-sat
383,42,390,132,delta-sat
384,42,390,132,delta-sat
385,45,398,136,delta-sat
387,43,398,134,delta-sat
388,45,398,136,delta-sat
390,43,418,134,delta-sat
391,45,398,136,delta-sat
392,38,380,124,delta-sat
395,42,390,132,delta-sat
396,42,390,132,delta-sat
397,45,398,136,delta-sat
399,43,398,134,delta-sat
400,45,398,136,delta-sat
402,43,418,134,delta-sat
403,45,398,136,delta-sat
404,38,380,124,delta-sat
405,41,388,128,delta-sat
406,39,388,126,delta-sat
409,43,398,134,delta-sat
411,43,398,134,delta-sat
412,41,388,128,delta-sat
413,39,388,126,delta-sat
416,43,398,134,delta-sat
418,43,398,134,delta-sat
419,53,418,144,delta-sat
421,43,418,134,delta-sat
422,53,418,144,delta-sat
423,38,380,124,delta-sat
424,41,388,128,delta-sat
425,39,388,126,delta-sat
428,43,398,134,delta-sat
430,43,398,134,delta-sat
431,41,388,128,delta-sat
432,39,388,126,delta-sat
435,43,398,134,delta-sat
437,43,398,134,delta-sat
438,53,418,144,delta-sat
440,43,418,134,delta-sat
441,53,418,144,delta-sat
442,38,380,124,delta-sat
445,42,390,132,delta-sat
446,42,390,132,delta-sat
447,45,398,136,delta-sat
449,43,398,134,delta-sat
450,45,398,136,delta-sat
452,43,418,134,delta-sat
453,45,398,136,delta-sat
454,38,380,124,delta-sat
455,41,388,128,delta-sat
456,39,388,126,delta-sat
459,43,398,134,delta-sat
461,43,398,134,delta-sat
462,41,388,128,delta-sat
463,39,388,126,delta-sat
466,43,398,134,delta-sat
468,43,398,134,delta-sat
469,53,418,144,delta-sat
471,43,418,134,delta-sat
472,53,418,144,delta-sat
476,9,8,11,delta-sat
477,10,16,15,delta-sat
483,13,28,21,delta-sat
485,13,28,21,delta-sat
487,13,28,21,delta-sat
489,13,28,21,delta-sat
491,13,28,21,delta-sat
493,13,28,21,delta-sat
495,13,28,21,delta-sat
496,12,24,20,delta-sat
497,47,436,143,delta-sat
500,51,446,151,delta-sat
501,51,446,151,delta-sat
504,55,456,159,delta-sat
505,55,456,159,delta-sat
506,58,464,163,delta-sat
508,56,464,161,delta-sat
509,58,464,163,delta-sat
511,56,496,161,delta-sat
512,58,464,163,delta-sat
513,47,436,143,delta-sat
514,50,444,147,delta-sat
515,48,444,145,delta-sat
518,52,454,153,delta-sat
519,52,454,153,delta-sat
522,56,464,161,delta-sat
524,56,464,161,delta-sat
525,50,444,147,delta-sat
526,48,444,145,delta-sat
529,52,454,153,delta-sat
530,52,454,153,delta-sat
533,56,464,161,delta-sat
535,56,464,161,delta-sat
536,72,496,177,delta-sat
538,56,496,161,delta-sat
539,72,496,177,delta-sat
540,47,436,143,delta-sat
543,51,446,151,delta-sat
544,51,446,151,delta-sat
547,55,456,159,delta-sat
548,55,456,159,delta-sat
549,58,464,163,delta-sat
551,56,464,161,delta-sat
552,58,464,163,delta-sat
554,56,496,161,delta-sat
555,58,464,163,delta-sat
556,47,436,143,delta-sat
559,51,446,151,delta-sat
560,51,446,151,delta-sat
563,55,456,159,delta-sat
564,55,456,159,delta-sat
565,58,464,163,delta-sat
567,56,464,161,delta-sat
568,58,464,163,delta-sat
570,56,496,161,delta-sat
571,58,464,163,delta-sat
572,47,436,143,delta-sat
575,51,446,151,delta-sat
576,51,446,151,delta-sat
577,54,454,155,delta-sat
578,52,454,153,delta-sat
581,56,464,161,delta-sat
583,56,464,161,delta-sat
584,54,454,155,delta-sat
586,56,496,161,delta-sat
587,54,454,155,delta-sat
588,47,436,143,delta-sat
591,51,446,151,delta-sat
592,51,446,151,delta-sat
593,54,454,155,delta-sat
594,52,454,153,delta-sat
597,56,464,161,delta-sat
599,56,464,161,delta-sat
600,54,454,155,delta-sat
602,56,496,161,delta-sat
603,54,454,155,delta-sat
604,47,436,143,delta-sat
605,50,444,147,delta-sat
606,48,444,145,delta-sat
609,52,454,153,delta-sat
610,52,454,153,delta-sat
613,56,464,161,delta-sat
615,56,464,161,delta-sat
616,50,444,147,delta-sat
617,48,444,145,delta-sat
620,52,454,153,delta-sat
621,52,454,153,delta-sat
624,56,464,161,delta-sat
626,56,464,161,delta-sat
627,72,496,177,delta-sat
629,56,496,161,delta-sat
630,72,496,177,delta-sat
631,5,6,7,delta-sat
641,8,18,14,delta-sat
643,8,18,13,delta-sat
645,8,18,13,delta-sat
647,8,18,13,delta-sat
649,8,18,13,delta-sat
651,8,18,13,delta-sat
653,8,18,13,delta-sat
655,8,18,13,delta-sat
656,7,14,12,delta-sat
657,54,470,157,delta-sat
660,58,480,165,delta-sat
661,58,480,165,delta-sat
662,61,488,169,delta-sat
663,59,488,167,delta-sat
666,63,498,175,delta-sat
667,63,498,175,delta-sat
670,66,508,183,delta-sat
672,66,508,183,delta-sat
673,61,488,169,delta-sat
675,66,552,183,delta-sat
676,61,488,169,delta-sat
677,54,470,157,delta-sat
680,58,480,165,delta-sat
681,58,480,165,delta-sat
682,61,488,169,delta-sat
683,59,488,167,delta-sat
686,62,498,175,delta-sat
687,62,498,175,delta-sat
690,66,508,183,delta-sat
692,66,508,183,delta-sat
693,61,488,169,delta-sat
695,66,552,183,delta-sat
696,61,488,169,delta-sat
697,54,470,157,delta-sat
698,57,478,161,delta-sat
699,55,478,159,delta-sat
702,59,488,167,delta-sat
703,59,488,167,delta-sat
706,62,498,175,delta-sat
707,62,498,175,delta-sat
710,66,508,183,delta-sat
712,66,508,183,delta-sat
713,57,478,161,delta-sat
715,66,552,183,delta-sat
716,57,478,161,delta-sat
717,54,470,157,delta-sat
720,58,480,165,delta-sat
721,58,480,165,delta-sat
724,62,490,173,delta-sat
725,62,490,173,delta-sat
726,65,498,177,delta-sat
727,63,498,175,delta-sat
730,66,508,183,delta-sat
732,66,508,183,delta-sat
733,65,498,177,delta-sat
735,66,552,183,delta-sat
736,65,498,177,delta-sat
737,54,470,157,delta-sat
740,57,480,165,delta-sat
741,57,480,165,delta-sat
744,61,490,173,delta-sat
745,61,490,173,delta-sat
748,65,500,181,delta-sat
749,65,500,181,delta-sat
750,68,508,185,delta-sat
752,66,508,183,delta-sat
753,68,508,185,delta-sat
755,66,552,183,delta-sat
756,68,508,185,delta-sat
757,54,470,157,delta-sat
760,58,480,165,delta-sat
761,58,480,165,delta-sat
764,62,490,173,delta-sat
765,62,490,173,delta-sat
768,65,500,181,delta-sat
769,65,500,181,delta-sat
770,68,508,185,delta-sat
772,66,508,183,delta-sat
773,68,508,185,delta-sat
775,66,552,183,delta-sat
776,68,508,185,delta-sat
777,54,470,157,delta-sat
780,57,480,165,delta-sat
781,57,480,165,delta-sat
784,61,490,173,delta-sat
785,61,490,173,delta-sat
788,65,500,181,delta-sat
789,65,500,181,delta-sat
790,68,508,185,delta-sat
792,66,508,183,delta-sat
793,68,508,185,delta-sat
795,66,552,183,delta-sat
796,68,508,185,delta-sat
797,54,470,157,delta-sat
798,57,478,161,delta-sat
799,55,478,159,delta-sat
802,58,488,167,delta-sat
803,58,488,167,delta-sat
806,62,498,175,delta-sat
807,62,498,175,delta-sat
810,66,508,183,delta-sat
812,66,508,183,delta-sat
813,57,478,161,delta-sat
815,66,552,183,delta-sat
816,57,478,161,delta-sat
817,5,6,7,delta-sat
827,8,18,14,delta-sat
829,8,18,13,delta-sat
831,8,18,13,delta-sat
833,8,18,13,delta-sat
835,8,18,13,delta-sat
837,8,18,13,delta-sat
839,8,18,13,delta-sat
841,8,18,13,delta-sat
842,7,14,12,delta-sat
843,62,504,171,delta-sat
846,66,514,179,delta-sat
847,66,514,179,delta-sat
850,70,524,187,delta-sat
851,70,524,187,delta-sat
854,73,534,195,delta-sat
855,73,534,195,delta-sat
858,76,544,203,delta-sat
859,76,544,203,delta-sat
860,79,552,207,delta-sat
862,77,552,205,delta-sat
863,79,552,207,delta-sat
865,77,608,205,delta-sat
866,79,552,207,delta-sat
867,62,504,171,delta-sat
870,66,514,179,delta-sat
871,66,514,179,delta-sat
874,69,524,187,delta-sat
875,69,524,187,delta-sat
878,73,534,195,delta-sat
879,73,534,195,delta-sat
880,76,542,199,delta-sat
881,74,542,197,delta-sat
884,77,552,205,delta-sat
886,77,552,205,delta-sat
887,76,542,199,delta-sat
889,77,608,205,delta-sat
890,76,542,199,delta-sat
891,62,504,171,delta-sat
892,65,512,175,delta-sat
893,63,512,173,delta-sat
896,67,522,181,delta-sat
897,67,522,181,delta-sat
900,71,532,189,delta-sat
901,71,532,189,delta-sat
904,74,542,197,delta-sat
905,74,542,197,delta-sat
908,77,552,205,delta-sat
910,77,552,205,delta-sat
911,65,512,175,delta-sat
913,77,608,205,delta-sat
914,65,512,175,delta-sat
915,62,504,171,delta-sat
918,65,514,179,delta-sat
919,65,514,179,delta-sat
920,68,522,183,delta-sat
921,66,522,181,delta-sat
924,70,532,189,delta-sat
925,70,532,189,delta-sat
928,73,542,197,delta-sat
929,73,542,197,delta-sat
932,77,552,205,delta-sat
934,77,552,205,delta-sat
935,68,522,183,delta-sat
937,77,608,205,delta-sat
938,68,522,183,delta-sat
939,62,504,171,delta-sat
942,65,514,179,delta-sat
943,65,514,179,delta-sat
946,69,524,187,delta-sat
947,69,524,187,delta-sat
948,72,532,191,delta-sat
949,70,532,189,delta-sat
952,73,542,197,delta-sat
953,73,542,197,delta-sat
956,77,552,205,delta-sat
958,77,552,205,delta-sat
959,72,532,191,delta-sat
961,77,608,205,delta-sat
962,72,532,191,delta-sat
963,62,504,171,delta-sat
966,65,514,179,delta-sat
967,65,514,179,delta-sat
970,68,524,187,delta-sat
971,68,524,187,delta-sat
972,71,532,191,delta-sat
973,69,532,189,delta-sat
976,73,542,197,delta-sat
977,73,542,197,delta-sat
980,77,552,205,delta-sat
982,77,552,205,delta-sat
983,71,532,191,delta-sat
985,77,608,205,delta-sat
986,71,532,191,delta-sat
987,62,504,171,delta-sat
988,65,512,175,delta-sat
989,63,512,173,delta-sat
992,67,522,181,delta-sat
993,67,522,181,delta-sat
996,70,532,189,delta-sat
997,70,532,189,delta-sat
1000,74,542,197,delta-sat
1001,74,542,197,delta-sat
1004,77,552,205,delta-sat
1006,77,552,205,delta-sat
1007,65,512,175,delta-sat
1009,77,608,205,delta-sat
1010,65,512,175,delta-sat
1011,62,504,171,delta-sat
1012,65,512,175,delta-sat
1013,63,512,173,delta-sat
1016,66,522,181,delta-sat
1017,66,522,181,delta-sat
1020,70,532,189,delta-sat
1021,70,532,189,delta-sat
1024,73,542,197,delta-sat
1025,73,542,197,delta-sat
1028,77,552,205,delta-sat
1030,77,552,205,delta-sat
1031,65,512,175,delta-sat
1033,77,608,205,delta-sat
1034,65,512,175,delta-sat
1036,7,8,10,delta-sat
1038,7,8,10,delta-sat
1040,7,8,10,delta-sat
1042,7,8,10,delta-sat
1044,7,8,10,delta-sat
1046,7,8,10,delta-sat
1047,7,4,8,delta-sat
1048,59,516,174,delta-sat
1051,63,526,182,delta-sat
1052,63,526,182,delta-sat
1053,66,534,186,delta-sat
1054,64,534,184,delta-sat
1057,68,544,192,delta-sat
1058,68,544,192,delta-sat
1061,72,554,200,delta-sat
1062,72,554,200,delta-sat
1065,76,564,208,delta-sat
1067,76,564,208,delta-sat
1068,66,534,186,delta-sat
1070,76,620,208,delta-sat
1071,66,534,186,delta-sat
1074,76,620,208,delta-sat
1075,59,516,174,delta-sat
1078,63,526,182,delta-sat
1079,63,526,182,delta-sat
1080,66,534,186,delta-sat
1081,64,534,184,delta-sat
1084,68,544,192,delta-sat
1085,68,544,192,delta-sat
1088,72,554,200,delta-sat
1089,72,554,200,delta-sat
1092,76,564,208,delta-sat
1094,76,564,208,delta-sat
1095,66,534,186,delta-sat
1097,76,620,208,delta-sat
1098,66,534,186,delta-sat
1101,76,620,208,delta-sat
1102,59,516,174,delta-sat
1105,63,526,182,delta-sat
1106,63,526,182,delta-sat
1109,67,536,190,delta-sat
1110,67,536,190,delta-sat
1111,70,544,194,delta-sat
1112,68,544,192,delta-sat
1115,72,554,200,delta-sat
1116,72,554,200,delta-sat
1119,76,564,208,delta-sat
1121,76,564,208,delta-sat
1122,70,544,194,delta-sat
1124,76,620,208,delta-sat
1125,70,544,194,delta-sat
1128,76,620,208,delta-sat
1129,59,516,174,delta-sat
1130,62,524,178,delta-sat
1131,60,524,176,delta-sat
1134,64,534,184,delta-sat
1135,64,534,184,delta-sat
1138,68,544,192,delta-sat
1139,68,544,192,delta-sat
1142,72,554,200,delta-sat
1143,72,554,200,delta-sat
1146,76,564,208,delta-sat
1148,76,564,208,delta-sat
1149,62,524,178,delta-sat
1151,76,620,208,delta-sat
1152,62,524,178,delta-sat
1155,76,620,208,delta-sat
1156,59,516,174,delta-sat
1159,63,526,182,delta-sat
1160,63,526,182,delta-sat
1163,67,536,190,delta-sat
1164,67,536,190,delta-sat
1165,70,544,194,delta-sat
1166,68,544,192,delta-sat
1169,72,554,200,delta-sat
1170,72,554,200,delta-sat
1173,76,564,208,delta-sat
1175,76,564,208,delta-sat
1176,70,544,194,delta-sat
1178,76,620,208,delta-sat
1179,70,544,194,delta-sat
1182,76,620,208,delta-sat
1183,59,516,174,delta-sat
1184,62,524,178,delta-sat
1185,60,524,176,delta-sat
1188,64,534,184,delta-sat
1189,64,534,184,delta-sat
1192,68,544,192,delta-sat
1193,68,544,192,delta-sat
1196,72,554,200,delta-sat
1197,72,554,200,delta-sat
1200,76,564,208,delta-sat
1202,76,564,208,delta-sat
1203,62,524,178,delta-sat
1205,76,620,208,delta-sat
1206,62,524,178,delta-sat
1209,76,620,208,delta-sat
